"Common_name","Scientific_name","Family_description","Family","Order","Sex","all_color"
"Inland Thornbill","Acanthiza_apicalis","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, gray"
"Island Canary","Serinus_canaria","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale orange-buff"
"Island Canary","Serinus_canaria","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, very pale cream, very pale orange-buff"
"Island Leaf-warbler","Phylloscopus_poliocephalus","Old World warblers","Sylviidae","Passeriformes","M","brownish gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Island Thrush","Turdus_poliocephalus","Thrushes","Turdidae","Passeriformes","M","brownish gray, dark gray"
"Ivory Gull","Pagophila_eburnea","Gulls and terns","Laridae","Charadriiformes","M","brownish gray, gray, pale gray"
"Ivory-billed Aracari","Pteroglossus_azara","Toucans and barbets","Ramphastidae","Piciformes","F","black, brownish gray, dark brown, dark gray, gray, medium cream, medium-dark brown, medium-dark yellow-buff, olive-gray"
"Jacky-winter","Microeca_fascinans","Australasian robins","Petroicidae","Passeriformes","F","black, brownish gray, dark gray, gray, pale gray"
"Jambu Fruit-dove","Ptilinopus_jambu","Doves and pigeons","Columbidae","Columbiformes","M","gray, medium red-brown, medium-dark maroon, medium-dark olive"
"Jameson's Antpecker","Parmoptila_jamesoni","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","black, dark brown, medium orange-buff, medium tan, medium yellow-buff, medium-dark yellow-buff, pale buff, pale cream, pale orange-buff, very dark yellow-buff, very pale cream, very pale orange-buff"
"Jameson's Antpecker","Parmoptila_jamesoni","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","black, medium orange-buff, medium red-brown, medium tan, medium yellow-buff, medium-dark yellow-buff, pale cream, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Jameson's Firefinch","Lagonosticta_rhodopareia","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","dark brown, medium buff, medium orange-buff, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark rufous, pale buff, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Jameson's Firefinch","Lagonosticta_rhodopareia","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark yellow-buff, medium buff, medium red-brown, medium tan, medium-dark brown, medium-dark orange-buff, medium-dark red-brown, medium-dark rufous, medium-dark yellow-buff, pale buff, pale orange-buff, very pale buff, very pale orange-buff"
"Japanese Grosbeak","Eophona_personata","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","blue, brownish gray, dark gray, gray, pale gray"
"Japanese Grosbeak","Eophona_personata","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","blue, brownish gray, gray, pale gray"
"Japanese Wagtail","Motacilla_grandis","Wagtails and pipits","Motacillidae","Passeriformes","F","black, dark gray, gray, pale gray"
"Japanese Wagtail","Motacilla_grandis","Wagtails and pipits","Motacillidae","Passeriformes","M","black, dark gray, gray, pale gray"
"Java Sparrow","Padda_oryzivora","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","brownish gray, dark gray, dark maroon, gray, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark maroon, medium-dark red-brown, pale gray, very pale buff, very pale cream, very pale orange-buff"
"Java Sparrow","Padda_oryzivora","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark maroon, medium pinkish buff, medium red-brown, medium-dark maroon, medium-dark red-brown, very pale buff, very pale cream, very pale orange-buff"
"Javan Munia","Lonchura_leucogastroides","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","dark brown, dark maroon, medium buff, medium orange-buff, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark orange-buff, medium-dark red-brown, pale buff, pale orange-buff, very pale cream, very pale orange-buff"
"Javan Munia","Lonchura_leucogastroides","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","dark maroon, medium buff, medium pinkish buff, medium red-brown, medium tan, medium-dark brown, medium-dark maroon, medium-dark orange-buff, medium-dark red-brown, very pale buff, very pale cream, very pale orange-buff"
"Johanna's Sunbird","Nectarinia_johannae","Sunbirds","Nectariniidae","Passeriformes","F","brownish gray, gray, medium cream, medium-dark yellow-buff, pale cream"
"Johanna's Sunbird","Nectarinia_johannae","Sunbirds","Nectariniidae","Passeriformes","M","black, dark brown, dark gray, dark olive, dark rufous, medium green, medium yellow-buff, olive-gray"
"Juan Fernandez Firecrown","Sephanoides_fernandensis","Hummingbirds","Trochilidae","Apodiformes","M","brownish gray, dark brown, dark rufous, dark yellow-buff, gray, medium-dark brown, medium-dark green, medium-dark olive, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Juan Fernandez Petrel","Pterodroma_externa","Petrels and shearwaters","Procellariidae","Procellariiformes","M","brownish gray, gray"
"Jungle Babbler","Turdoides_striata","Babblers and parrotbills","Timaliidae","Passeriformes","M","brownish gray, medium yellow-buff, medium-dark yellow-buff"
"Jungle Bush-quail","Perdicula_asiatica","Grouse, pheasants and partridges","Phasianidae","Galliformes","F","brownish gray, dark gray, dark rufous, gray, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, very dark rufous"
"Jungle Hawk-owl","Ninox_theomacha","Owls","Strigidae","Strigiformes","M","brownish gray, dark rufous, medium-dark rufous"
"Kai Cicadabird","Coracina_dispar","Cuckoo-shrikes","Campephagidae","Passeriformes","M","black, brownish gray, dark gray, dark rufous, gray, medium yellow-buff"
"Kaka","Nestor_meridionalis","Parrots","Psittacidae","Psittaciformes","M","brownish gray, dark brown, dark rufous, medium-dark brown, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Kakapo","Strigops_habroptila","Parrots","Psittacidae","Psittaciformes","M","gray, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark yellow-buff"
"Kalij Pheasant","Lophura_leucomelanos","Grouse, pheasants and partridges","Phasianidae","Galliformes","F","black, blue, brownish gray, dark blue, dark gray, dark yellow-buff, gray, medium-dark rufous, medium-dark yellow-buff"
"Kea","Nestor_notabilis","Parrots","Psittacidae","Psittaciformes","M","brownish gray, dark brown, dark rufous, dark yellow-buff, gray, medium orange-buff, medium-dark olive, medium-dark yellow-buff, olive-gray"
"Kelp Gull","Larus_dominicanus","Gulls and terns","Laridae","Charadriiformes","M","gray, pale gray"
"Kenrick's Starling","Poeoptera_kenricki","Starlings","Sturnidae","Passeriformes","M","brownish gray, dark gray, gray, medium orange-buff, medium-dark orange-buff, medium-dark rufous"
"Kentucky Warbler","Oporornis_formosus","New World warblers","Parulidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Kentucky Warbler","Oporornis_formosus","New World warblers","Parulidae","Passeriformes","M","black, brownish gray, dark gray, dark yellow-buff, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"Kenya Violet-backed Sunbird","Anthreptes_orientalis","Sunbirds","Nectariniidae","Passeriformes","F","black, brownish gray, dark gray, dark purple, gray, pale gray"
"Kenya Violet-backed Sunbird","Anthreptes_orientalis","Sunbirds","Nectariniidae","Passeriformes","M","black, blue, brownish gray, dark gray, dark purple, gray, light blue, medium cream, medium green, medium yellow-buff, medium-dark dark purple, medium-dark green, pale gray, pale green"
"Kerguelen Petrel","Lugensa_brevirostris","Petrels and shearwaters","Procellariidae","Procellariiformes","M","brownish gray, gray"
"Kermadec Petrel","Pterodroma_neglecta","Petrels and shearwaters","Procellariidae","Procellariiformes","M","brownish gray, gray"
"Killdeer","Charadrius_vociferus","Plovers","Charadriidae","Charadriiformes","F","brownish gray, dark gray, dark rufous, gray, medium cream, pale gray"
"King Bird-of-paradise","Cicinnurus_regius","Birds of paradise","Paradisaeidae","Passeriformes","F","brownish gray, dark brown, dark olive, dark yellow-buff, gray, medium-dark brown, medium-dark green, medium-dark olive, medium-dark rufous, medium-dark yellow-buff, pale gray"
"King Penguin","Aptenodytes_patagonicus","Penguins","Spheniscidae","Sphenisciformes","M","brownish gray, dark gray, gray, medium cream, medium yellow-buff, medium-dark yellow-buff, pale cream"
"King Rail","Rallus_elegans","Rails, crakes and allies","Rallidae","Gruiformes","F","brownish gray, dark gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"King Vulture","Sarcoramphus_papa","New World vultures","Cathartidae","Accipitriformes","F","dark gray, gray, medium yellow-buff, olive-gray, pale cream"
"King Vulture","Sarcoramphus_papa","New World vultures","Cathartidae","Accipitriformes","M","dark gray, gray, medium cream, medium yellow-buff, pale cream"
"Klaas's Cuckoo","Chrysococcyx_klaas","Cuckoos","Cuculidae","Cuculiformes","M","gray, medium-dark olive, medium-dark yellow-buff, pale gray"
"Kokako","Callaeas_cinereus","Wattled crows","Callaeatidae","Passeriformes","M","dark gray, gray"
"La Sagra's Flycatcher","Myiarchus_sagrae","Tyrant-flycatchers","Tyrannidae","Passeriformes","F","brownish gray, dark gray, gray"
"Lacrimose Mountain-tanager","Anisognathus_lacrymosus","Tanagers","Thraupidae","Passeriformes","M","blue, brownish gray, dark blue, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Ladder-backed Woodpecker","Picoides_scalaris","Woodpeckers","Picidae","Piciformes","F","brownish gray, dark brown, dark gray, gray, medium yellow-buff, medium-dark brown, medium-dark yellow-buff"
"Lapland Longspur","Calcarius_lapponicus","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Large Cactus-finch","Geospiza_conirostris","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray, medium-dark yellow-buff"
"Large Ground-finch","Geospiza_magnirostris","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray"
"Large Lifu White-eye","Zosterops_inornatus","White-eyes","Zosteropidae","Passeriformes","M","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Large Pied Cormorant","Phalacrocorax_varius","Cormorants","Phalacrocoracidae","Suliformes","M","dark gray, gray, pale cream"
"Large Scrubwren","Sericornis_nouhuysi","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Large Tree-finch","Camarhynchus_psittacula","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Large-billed Gerygone","Gerygone_magnirostris","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Large-billed Scrubwren","Sericornis_magnirostra","Thornbills and gerygones","Acanthizidae","Passeriformes","F","brownish gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff"
"Large-billed Seed-finch","Oryzoborus_crassirostris","Buntings, American sparrows and allies","Emberizidae","Passeriformes","M","brownish gray, dark gray, dark yellow-buff, gray, medium yellow-buff, medium-dark yellow-buff, pale gray"
"Large-footed Finch","Pezopetes_capitalis","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, dark yellow-buff, gray, medium-dark yellow-buff"
"Lark Bunting","Calamospiza_melanocorys","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, gray, medium-dark yellow-buff"
"Lark Sparrow","Chondestes_grammacus","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","brownish gray, dark rufous, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, pale gray"
"Laughing Dove","Stigmatopelia_senegalensis","Doves and pigeons","Columbidae","Columbiformes","F","brownish gray, gray, medium yellow-buff, medium-dark rufous, pale gray"
"Laughing Kookaburra","Dacelo_novaeguineae","Kingfishers","Alcedinidae","Coraciiformes","F","brownish gray, dark gray, dark rufous, gray, medium cream, medium-dark rufous, medium-dark yellow-buff"
"Lavender Waxbill","Estrilda_caerulescens","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","F","medium buff, medium tan, pale buff, pale cream, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Lavender Waxbill","Estrilda_caerulescens","Waxbills, grass finches, munias and allies","Estrildidae","Passeriformes","M","gray, medium buff, medium orange-buff, medium pinkish buff, medium tan, medium yellow-buff, medium-dark brown, pale buff, pale cream, pale orange-buff, very pale buff, very pale cream, very pale orange-buff"
"Lawes's Parotia","Parotia_lawesii","Birds of paradise","Paradisaeidae","Passeriformes","F","black, blue, brownish gray, dark gray, dark rufous, gray, light blue, medium orange-buff, medium yellow-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, very dark rufous"
"Lawrence's Goldfinch","Carduelis_lawrencei","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","F","very pale cream, very pale orange-buff"
"Lawrence's Goldfinch","Carduelis_lawrencei","Finches and Hawaiian honeycreepers","Fringillidae","Passeriformes","M","gray, pale gray, very pale cream, very pale orange-buff"
"Laysan Duck","Anas_laysanensis","Ducks, geese and swans","Anatidae","Anseriformes","M","brownish gray, dark gray, dark olive, dark rufous, gray, medium cream, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff, olive-gray, pale gray"
"Lazuli Bunting","Passerina_amoena","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","blue, dark olive, gray, light blue, medium cream, medium green, medium yellow-buff, medium-dark green, medium-dark olive, medium-dark yellow-buff, olive-gray, pale cream, pale green, very pale cream"
"Lazuline Sabrewing","Campylopterus_falcatus","Hummingbirds","Trochilidae","Apodiformes","M","blue, brownish gray, gray, medium green, medium-dark green, medium-dark olive, pale green"
"Le Conte's Sparrow","Ammodramus_leconteii","Buntings, American sparrows and allies","Emberizidae","Passeriformes","F","black, brownish gray, dark gray, dark rufous, dark yellow-buff, gray, medium yellow-buff, medium-dark orange-buff, medium-dark rufous, medium-dark yellow-buff"
"Le Conte's Thrasher","Toxostoma_lecontei","Mockingbirds and thrashers","Mimidae","Passeriformes","F","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
"Le Conte's Thrasher","Toxostoma_lecontei","Mockingbirds and thrashers","Mimidae","Passeriformes","M","brownish gray, gray, medium yellow-buff, medium-dark yellow-buff"
